"path","methods","sourceFile","authPattern","tenantMention","status","evidence"
"/api/admin/brands","GET|POST","src/app/api/admin/brands/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/brands/route.ts"
"/api/admin/categories/[id]","PUT|DELETE","src/app/api/admin/categories/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/categories/[id]/route.ts"
"/api/admin/categories/ai-control","POST","src/app/api/admin/categories/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/categories/ai-control/route.ts"
"/api/admin/categories/ai-seo","POST","src/app/api/admin/categories/ai-seo/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/categories/ai-seo/route.ts"
"/api/admin/categories","GET|POST","src/app/api/admin/categories/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/categories/route.ts"
"/api/admin/chat/[id]","GET|PUT","src/app/api/admin/chat/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/chat/[id]/route.ts"
"/api/admin/chat","GET","src/app/api/admin/chat/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/chat/route.ts"
"/api/admin/chat/settings","PUT","src/app/api/admin/chat/settings/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/chat/settings/route.ts"
"/api/admin/clear-demo-data","POST","src/app/api/admin/clear-demo-data/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/clear-demo-data/route.ts"
"/api/admin/counts","GET","src/app/api/admin/counts/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/counts/route.ts"
"/api/admin/dashboard/ai-analyst","GET|POST","src/app/api/admin/dashboard/ai-analyst/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/dashboard/ai-analyst/route.ts"
"/api/admin/dashboard","GET","src/app/api/admin/dashboard/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/dashboard/route.ts"
"/api/admin/discounts/[id]","PUT|DELETE","src/app/api/admin/discounts/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/discounts/[id]/route.ts"
"/api/admin/discounts/ai-control","POST","src/app/api/admin/discounts/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/discounts/ai-control/route.ts"
"/api/admin/discounts","GET|POST","src/app/api/admin/discounts/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/discounts/route.ts"
"/api/admin/footer/ai-control","POST","src/app/api/admin/footer/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/footer/ai-control/route.ts"
"/api/admin/footer","GET|PUT","src/app/api/admin/footer/route.ts","verifyAuth:admin","no/unclear","confirmed-exists","src/app/api/admin/footer/route.ts"
"/api/admin/header/ai-control","POST","src/app/api/admin/header/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/header/ai-control/route.ts"
"/api/admin/header","GET|PUT","src/app/api/admin/header/route.ts","verifyAuth:admin","no/unclear","confirmed-exists","src/app/api/admin/header/route.ts"
"/api/admin/import-export/ai-control","POST","src/app/api/admin/import-export/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/import-export/ai-control/route.ts"
"/api/admin/import-export/export","GET","src/app/api/admin/import-export/export/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/import-export/export/route.ts"
"/api/admin/import-export/preview","POST","src/app/api/admin/import-export/preview/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/import-export/preview/route.ts"
"/api/admin/import-export/save","POST","src/app/api/admin/import-export/save/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/import-export/save/route.ts"
"/api/admin/jobs/[id]","GET","src/app/api/admin/jobs/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/jobs/[id]/route.ts"
"/api/admin/jobs","GET","src/app/api/admin/jobs/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/jobs/route.ts"
"/api/admin/media/ai-control","POST","src/app/api/admin/media/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/media/ai-control/route.ts"
"/api/admin/media/process","POST","src/app/api/admin/media/process/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/media/process/route.ts"
"/api/admin/media/remove-bg","POST","src/app/api/admin/media/remove-bg/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/media/remove-bg/route.ts"
"/api/admin/media/replace","POST","src/app/api/admin/media/replace/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/media/replace/route.ts"
"/api/admin/onboarding/seed/blueprint","POST","src/app/api/admin/onboarding/seed/blueprint/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/onboarding/seed/blueprint/route.ts"
"/api/admin/onboarding/seed/preview","POST","src/app/api/admin/onboarding/seed/preview/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/onboarding/seed/preview/route.ts"
"/api/admin/onboarding/seed/regenerate","POST","src/app/api/admin/onboarding/seed/regenerate/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/onboarding/seed/regenerate/route.ts"
"/api/admin/onboarding/seed/sample-data","DELETE","src/app/api/admin/onboarding/seed/sample-data/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/onboarding/seed/sample-data/route.ts"
"/api/admin/onboarding/seed/save","POST","src/app/api/admin/onboarding/seed/save/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/onboarding/seed/save/route.ts"
"/api/admin/onboarding/seed/status","GET","src/app/api/admin/onboarding/seed/status/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/onboarding/seed/status/route.ts"
"/api/admin/orders/[id]","PATCH","src/app/api/admin/orders/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/orders/[id]/route.ts"
"/api/admin/orders/[id]/tipax","POST","src/app/api/admin/orders/[id]/tipax/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/orders/[id]/tipax/route.ts"
"/api/admin/orders/ai-control","POST","src/app/api/admin/orders/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/orders/ai-control/route.ts"
"/api/admin/orders","GET","src/app/api/admin/orders/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/orders/route.ts"
"/api/admin/products/[id]","GET|PUT|DELETE","src/app/api/admin/products/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/[id]/route.ts"
"/api/admin/products/ai-article","POST","src/app/api/admin/products/ai-article/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-article/route.ts"
"/api/admin/products/ai-assistant","POST","src/app/api/admin/products/ai-assistant/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-assistant/route.ts"
"/api/admin/products/ai-control","POST","src/app/api/admin/products/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-control/route.ts"
"/api/admin/products/ai-export","POST","src/app/api/admin/products/ai-export/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-export/route.ts"
"/api/admin/products/ai-faqs","POST","src/app/api/admin/products/ai-faqs/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-faqs/route.ts"
"/api/admin/products/ai-generate-all","POST","src/app/api/admin/products/ai-generate-all/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-generate-all/route.ts"
"/api/admin/products/ai-import/confirm","POST","src/app/api/admin/products/ai-import/confirm/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-import/confirm/route.ts"
"/api/admin/products/ai-import","POST","src/app/api/admin/products/ai-import/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-import/route.ts"
"/api/admin/products/ai-seo","POST","src/app/api/admin/products/ai-seo/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-seo/route.ts"
"/api/admin/products/ai-suggest-meta","POST","src/app/api/admin/products/ai-suggest-meta/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/ai-suggest-meta/route.ts"
"/api/admin/products/bulk-special","POST","src/app/api/admin/products/bulk-special/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/bulk-special/route.ts"
"/api/admin/products","GET|POST","src/app/api/admin/products/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/products/route.ts"
"/api/admin/profile/ai-control","POST","src/app/api/admin/profile/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/profile/ai-control/route.ts"
"/api/admin/profile","GET|PUT","src/app/api/admin/profile/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/profile/route.ts"
"/api/admin/reviews/[id]","PUT|DELETE","src/app/api/admin/reviews/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/reviews/[id]/route.ts"
"/api/admin/reviews/ai-control","POST","src/app/api/admin/reviews/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/reviews/ai-control/route.ts"
"/api/admin/reviews","GET|POST","src/app/api/admin/reviews/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/reviews/route.ts"
"/api/admin/settings/about-us/ai-control","POST","src/app/api/admin/settings/about-us/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/about-us/ai-control/route.ts"
"/api/admin/settings/ai-control","POST","src/app/api/admin/settings/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/ai-control/route.ts"
"/api/admin/settings/contact-us/ai-control","POST","src/app/api/admin/settings/contact-us/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/contact-us/ai-control/route.ts"
"/api/admin/settings/custom-home/ai-control","POST","src/app/api/admin/settings/custom-home/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/custom-home/ai-control/route.ts"
"/api/admin/settings/domains","GET|POST|PATCH|DELETE","src/app/api/admin/settings/domains/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/domains/route.ts"
"/api/admin/settings/test-bale","POST","src/app/api/admin/settings/test-bale/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/test-bale/route.ts"
"/api/admin/settings/test-sms","POST","src/app/api/admin/settings/test-sms/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/test-sms/route.ts"
"/api/admin/settings/test-telegram","POST","src/app/api/admin/settings/test-telegram/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/settings/test-telegram/route.ts"
"/api/admin/setup-wizard","POST","src/app/api/admin/setup-wizard/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/setup-wizard/route.ts"
"/api/admin/shoppable/[id]","GET|PUT|DELETE","src/app/api/admin/shoppable/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/shoppable/[id]/route.ts"
"/api/admin/shoppable/ai-control","POST","src/app/api/admin/shoppable/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/shoppable/ai-control/route.ts"
"/api/admin/shoppable","GET|POST","src/app/api/admin/shoppable/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/shoppable/route.ts"
"/api/admin/slider/[id]","PUT|DELETE","src/app/api/admin/slider/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/slider/[id]/route.ts"
"/api/admin/slider/ai-control","POST","src/app/api/admin/slider/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/slider/ai-control/route.ts"
"/api/admin/slider","GET|POST","src/app/api/admin/slider/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/slider/route.ts"
"/api/admin/staff/[id]","PUT|DELETE","src/app/api/admin/staff/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/staff/[id]/route.ts"
"/api/admin/staff/ai-control","POST","src/app/api/admin/staff/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/staff/ai-control/route.ts"
"/api/admin/staff","GET|POST","src/app/api/admin/staff/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/staff/route.ts"
"/api/admin/stories/ai-control","POST","src/app/api/admin/stories/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/stories/ai-control/route.ts"
"/api/admin/system-tickets/[id]/messages","POST","src/app/api/admin/system-tickets/[id]/messages/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/system-tickets/[id]/messages/route.ts"
"/api/admin/system-tickets/[id]","GET","src/app/api/admin/system-tickets/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/system-tickets/[id]/route.ts"
"/api/admin/system-tickets/ai-control","POST","src/app/api/admin/system-tickets/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/system-tickets/ai-control/route.ts"
"/api/admin/system-tickets","GET|POST","src/app/api/admin/system-tickets/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/system-tickets/route.ts"
"/api/admin/tickets/[id]/messages","POST","src/app/api/admin/tickets/[id]/messages/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/tickets/[id]/messages/route.ts"
"/api/admin/tickets/[id]","GET|PUT","src/app/api/admin/tickets/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/tickets/[id]/route.ts"
"/api/admin/tickets/ai-control","POST","src/app/api/admin/tickets/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/tickets/ai-control/route.ts"
"/api/admin/tickets","GET","src/app/api/admin/tickets/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/tickets/route.ts"
"/api/admin/users/[id]","PATCH","src/app/api/admin/users/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/users/[id]/route.ts"
"/api/admin/users/ai-control","POST","src/app/api/admin/users/ai-control/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/users/ai-control/route.ts"
"/api/admin/users","GET|POST","src/app/api/admin/users/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/users/route.ts"
"/api/admin/wholesale/requests","GET","src/app/api/admin/wholesale/requests/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/admin/wholesale/requests/route.ts"
"/api/auth/customer/logout","POST","src/app/api/auth/customer/logout/route.ts","public-or-mixed","no/unclear","confirmed-exists","src/app/api/auth/customer/logout/route.ts"
"/api/auth/customer/register","POST","src/app/api/auth/customer/register/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/auth/customer/register/route.ts"
"/api/auth/customer","POST","src/app/api/auth/customer/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/auth/customer/route.ts"
"/api/auth/login","POST","src/app/api/auth/login/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/auth/login/route.ts"
"/api/auth/logout","POST","src/app/api/auth/logout/route.ts","public-or-mixed","no/unclear","confirmed-exists","src/app/api/auth/logout/route.ts"
"/api/auth/merchant-login","POST","src/app/api/auth/merchant-login/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/auth/merchant-login/route.ts"
"/api/auth/otp/send","POST","src/app/api/auth/otp/send/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/auth/otp/send/route.ts"
"/api/auth/otp/verify","POST","src/app/api/auth/otp/verify/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/auth/otp/verify/route.ts"
"/api/auth/register","POST","src/app/api/auth/register/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/auth/register/route.ts"
"/api/auth/register/send-otp","POST","src/app/api/auth/register/send-otp/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/auth/register/send-otp/route.ts"
"/api/auth/register/verify-otp","POST","src/app/api/auth/register/verify-otp/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/auth/register/verify-otp/route.ts"
"/api/bale/gateway","POST","src/app/api/bale/gateway/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/bale/gateway/route.ts"
"/api/blog/[slug]","GET|POST","src/app/api/blog/[slug]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/blog/[slug]/route.ts"
"/api/blog","GET","src/app/api/blog/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/blog/route.ts"
"/api/cart/reorder","POST","src/app/api/cart/reorder/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/cart/reorder/route.ts"
"/api/cart/validate","POST","src/app/api/cart/validate/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/cart/validate/route.ts"
"/api/chat/message","POST","src/app/api/chat/message/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/chat/message/route.ts"
"/api/chat/session/[id]","GET|PUT","src/app/api/chat/session/[id]/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/chat/session/[id]/route.ts"
"/api/chat/session","POST","src/app/api/chat/session/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/chat/session/route.ts"
"/api/chat/settings","GET","src/app/api/chat/settings/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/chat/settings/route.ts"
"/api/chat/upload","POST","src/app/api/chat/upload/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/chat/upload/route.ts"
"/api/checkout/discount","POST","src/app/api/checkout/discount/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/checkout/discount/route.ts"
"/api/checkout","POST","src/app/api/checkout/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/checkout/route.ts"
"/api/checkout/verify-status","GET","src/app/api/checkout/verify-status/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/checkout/verify-status/route.ts"
"/api/contact-us","POST","src/app/api/contact-us/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/contact-us/route.ts"
"/api/contact-us/track","POST","src/app/api/contact-us/track/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/contact-us/track/route.ts"
"/api/create-shop","POST","src/app/api/create-shop/route.ts","check-manually","yes","confirmed-exists","src/app/api/create-shop/route.ts"
"/api/discounts/automatic","GET","src/app/api/discounts/automatic/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/discounts/automatic/route.ts"
"/api/downloads/[token]","GET","src/app/api/downloads/[token]/route.ts","check-manually","yes","confirmed-exists","src/app/api/downloads/[token]/route.ts"
"/api/health/liveness","GET","src/app/api/health/liveness/route.ts","check-manually","no/unclear","confirmed-exists","src/app/api/health/liveness/route.ts"
"/api/health/readiness","GET","src/app/api/health/readiness/route.ts","check-manually","no/unclear","confirmed-exists","src/app/api/health/readiness/route.ts"
"/api/media/[id]","PATCH|DELETE","src/app/api/media/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/media/[id]/route.ts"
"/api/media","GET|POST","src/app/api/media/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/media/route.ts"
"/api/orders/[id]/proforma","GET","src/app/api/orders/[id]/proforma/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/orders/[id]/proforma/route.ts"
"/api/payment/verify","GET|POST","src/app/api/payment/verify/route.ts","public-or-mixed","yes","confirmed-exists","src/app/api/payment/verify/route.ts"
"/api/products/[id]/notify-me","POST","src/app/api/products/[id]/notify-me/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/products/[id]/notify-me/route.ts"
"/api/products/[id]/reviews","POST","src/app/api/products/[id]/reviews/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/products/[id]/reviews/route.ts"
"/api/products/notify","POST","src/app/api/products/notify/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/products/notify/route.ts"
"/api/profile/addresses/[id]","PUT|DELETE","src/app/api/profile/addresses/[id]/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/addresses/[id]/route.ts"
"/api/profile/addresses","POST","src/app/api/profile/addresses/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/addresses/route.ts"
"/api/profile/notifications","GET|PATCH","src/app/api/profile/notifications/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/notifications/route.ts"
"/api/profile/orders/[id]/deliver","POST","src/app/api/profile/orders/[id]/deliver/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/orders/[id]/deliver/route.ts"
"/api/profile","GET|PUT","src/app/api/profile/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/route.ts"
"/api/profile/tickets/[id]/messages","POST","src/app/api/profile/tickets/[id]/messages/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/tickets/[id]/messages/route.ts"
"/api/profile/tickets/[id]","GET","src/app/api/profile/tickets/[id]/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/tickets/[id]/route.ts"
"/api/profile/tickets","GET|POST","src/app/api/profile/tickets/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/profile/tickets/route.ts"
"/api/reviews/[id]/interact","POST","src/app/api/reviews/[id]/interact/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/reviews/[id]/interact/route.ts"
"/api/reviews/upload","POST","src/app/api/reviews/upload/route.ts","verifyAuth:customer","yes","confirmed-exists","src/app/api/reviews/upload/route.ts"
"/api/search","GET","src/app/api/search/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/search/route.ts"
"/api/settings/public","GET","src/app/api/settings/public/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/settings/public/route.ts"
"/api/settings","GET|PUT","src/app/api/settings/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/settings/route.ts"
"/api/setup","GET","src/app/api/setup/route.ts","check-manually","yes","confirmed-exists","src/app/api/setup/route.ts"
"/api/shoppable/[slug]","GET","src/app/api/shoppable/[slug]/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/shoppable/[slug]/route.ts"
"/api/shoppable","GET","src/app/api/shoppable/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/shoppable/route.ts"
"/api/shoppable/track","POST","src/app/api/shoppable/track/route.ts","tenant-public?","yes","confirmed-exists","src/app/api/shoppable/track/route.ts"
"/api/stories/[id]","PUT|DELETE","src/app/api/stories/[id]/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/stories/[id]/route.ts"
"/api/stories","GET|POST","src/app/api/stories/route.ts","verifyAuth:admin","yes","confirmed-exists","src/app/api/stories/route.ts"
"/api/super-admin/blog/ai-control","POST","src/app/api/super-admin/blog/ai-control/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/blog/ai-control/route.ts"
"/api/super-admin/blog/categories","GET|POST","src/app/api/super-admin/blog/categories/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/blog/categories/route.ts"
"/api/super-admin/blog/posts/[id]","GET|PUT|DELETE","src/app/api/super-admin/blog/posts/[id]/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/blog/posts/[id]/route.ts"
"/api/super-admin/blog/posts","GET|POST","src/app/api/super-admin/blog/posts/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/blog/posts/route.ts"
"/api/super-admin/blog/tags","GET|POST","src/app/api/super-admin/blog/tags/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/blog/tags/route.ts"
"/api/super-admin/blog/upload","POST","src/app/api/super-admin/blog/upload/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/blog/upload/route.ts"
"/api/super-admin/change-password","POST","src/app/api/super-admin/change-password/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/change-password/route.ts"
"/api/super-admin/collaborators/[id]","PUT|DELETE","src/app/api/super-admin/collaborators/[id]/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/collaborators/[id]/route.ts"
"/api/super-admin/collaborators","GET|POST","src/app/api/super-admin/collaborators/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/collaborators/route.ts"
"/api/super-admin/diagnostics","GET","src/app/api/super-admin/diagnostics/route.ts","platform/superadmin","no/unclear","confirmed-exists","src/app/api/super-admin/diagnostics/route.ts"
"/api/super-admin/diagnostics/security-tests","GET","src/app/api/super-admin/diagnostics/security-tests/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/diagnostics/security-tests/route.ts"
"/api/super-admin/embeddings/batch","GET|POST","src/app/api/super-admin/embeddings/batch/route.ts","platform/superadmin","yes","confirmed-exists","src/app/api/super-admin/embeddings/batch/route.ts"
